frame,epoch time,sensor T,target T,drive T,df/f,time_s,sensor TF
180,2021-12-20 12:30:44.108001792,21.23282051282051,22.0,18.846666666666668,0.038102,18.010503679999992,21.227964864094506
181,2021-12-20 12:30:44.201865728,21.210833333333333,22.0,18.86041666666667,0.03216,18.104367615999994,21.230568638602417
182,2021-12-20 12:30:44.308443392,21.21511111111111,22.0,18.875555555555554,0.029853,18.210945279999994,21.233175398165034
183,2021-12-20 12:30:44.435580160,21.22,22.0,18.89020408163265,0.036053,18.338082047999993,21.235785786514406
184,2021-12-20 12:30:44.526305792,21.22,22.0,18.90421052631579,0.036487,18.428807679999995,21.23840041711961
185,2021-12-20 12:30:44.600385024,21.205306122448977,22.0,18.91938775510204,0.037328,18.502886911999994,21.241019871955377
186,2021-12-20 12:30:44.695798016,21.23282051282051,22.0,18.935641025641026,0.032826,18.598299903999994,21.243644700356334
187,2021-12-20 12:30:44.814445568,21.236304347826085,22.0,18.954347826086956,0.042248,18.716947455999993,21.24627541796001
188,2021-12-20 12:30:44.977942784,21.245510204081633,22.0,18.968163265306124,0.02887,18.880444671999992,21.248912505741433
189,2021-12-20 12:30:45.064001536,21.22,22.0,18.98,0.031546,18.966503423999992,21.25155640914199
190,2021-12-20 12:30:45.106487808,21.232499999999998,22.0,18.884999999999998,0.034512,19.008989695999993,21.254207537295038
191,2021-12-20 12:30:45.203459584,21.296530612244897,22.0,18.877959183673468,0.029637,19.105961471999994,21.25686626235048
192,2021-12-20 12:30:45.307924992,21.23973684210526,22.0,19.025263157894738,0.032096,19.210426879999993,21.259532918900394
193,2021-12-20 12:30:45.440804864,21.246041666666667,22.0,19.037083333333335,0.032257,19.343306751999993,21.262207803507394
194,2021-12-20 12:30:45.542071808,21.264117647058825,22.0,19.05,0.029525,19.444573695999992,21.26489117433728
195,2021-12-20 12:30:45.608396032,21.227179487179487,22.0,19.073846153846155,0.025856,19.51089791999999,21.26758325089721
196,2021-12-20 12:30:45.704271616,21.276122448979592,22.0,19.021632653061225,0.031675,19.606773503999992,21.270284213880437
197,2021-12-20 12:30:45.814077952,21.253333333333334,22.0,18.932222222222222,0.029056,19.71657983999999,21.272994205118355
198,2021-12-20 12:30:45.944795392,21.230204081632653,22.0,19.11265306122449,0.034111,19.847297279999992,21.275713327640332
199,2021-12-20 12:30:46.030803712,21.29692307692308,22.0,19.124615384615385,0.033154,19.933305599999994,21.278441645841465
200,2021-12-20 12:30:46.098546432,21.30673469387755,22.0,19.142448979591837,0.028753,20.00104831999999,21.28117918575814
201,2021-12-20 12:30:46.200416512,21.23111111111111,22.0,19.153111111111112,0.027124,20.102918399999993,21.283925935451055
202,2021-12-20 12:30:46.330470144,21.286326530612243,22.0,19.17448979591837,0.030989,20.232972031999992,21.286681845494986
203,2021-12-20 12:30:46.490980352,21.268913043478257,22.0,19.151739130434784,0.030457,20.393482239999994,21.289446829574388
204,2021-12-20 12:30:46.549590016,21.286123188405796,22.0,19.067151616499444,0.031584,20.452091903999992,21.292220765183437
205,2021-12-20 12:30:46.608199424,21.30333333333333,22.0,18.982564102564105,0.027574,20.51070131199999,21.295003494428986
206,2021-12-20 12:30:46.703612416,21.316938775510202,22.0,18.99408163265306,0.027957,20.60611430399999,21.297794824934556
207,2021-12-20 12:30:46.812473344,21.29738095238095,22.0,19.06714285714286,0.028256,20.71497523199999,21.30059453084317
208,2021-12-20 12:30:46.950663936,21.276122448979592,22.0,19.25204081632653,0.036773,20.85316582399999,21.303402353916574
209,2021-12-20 12:30:47.045624320,21.316153846153846,22.0,19.26,0.025507,20.94812620799999,21.306218004728077
210,2021-12-20 12:30:47.106939648,21.262682926829267,22.0,19.274390243902438,0.032471,21.00944153599999,21.309041163945892
211,2021-12-20 12:30:47.202503424,21.324166666666667,22.0,19.293333333333333,0.032296,21.10500531199999,21.31187148370361
212,2021-12-20 12:30:47.311585280,21.271136363636362,22.0,19.27,0.024895,21.21408716799999,21.314708589054174
213,2021-12-20 12:30:47.447794688,21.291428571428572,22.0,19.12061224489796,0.02895,21.350296575999987,21.317552079503375
214,2021-12-20 12:30:47.534728448,21.22,22.0,19.34,0.032394,21.43723033599999,21.32040153061855
215,2021-12-20 12:30:47.600036864,21.291428571428572,22.0,19.351224489795918,0.034704,21.50253875199999,21.323256495707973
216,2021-12-20 12:30:47.704130048,21.31574468085106,22.0,19.342127659574466,0.031797,21.60663193599999,21.326116507566088
217,2021-12-20 12:30:47.820464128,21.297777777777778,22.0,19.176666666666666,0.033981,21.72296601599999,21.32898108027946
218,2021-12-20 12:30:47.960938240,21.261666666666667,22.0,19.39166666666667,0.028336,21.86344012799999,21.331849711087973
219,2021-12-20 12:30:48.040579584,21.30333333333333,22.0,19.415000000000003,0.027685,21.94308147199999,21.334721882295664
220,2021-12-20 12:30:48.099259648,21.311836734693877,22.0,19.421632653061227,0.030805,22.00176153599999,21.337597063225203
221,2021-12-20 12:30:48.199601152,21.299545454545452,22.0,19.44,0.02749,22.10210303999999,21.34047471220993
222,2021-12-20 12:30:48.320944128,21.329375,22.0,19.436874999999997,0.03337,22.22344601599999,21.343354278617007
223,2021-12-20 12:30:48.474051328,21.33458333333333,22.0,19.249999999999996,0.023602,22.37655321599999,21.34623520489513
224,2021-12-20 12:30:48.537126912,21.31895833333333,22.0,19.145,0.026176,22.43962879999999,21.349116928639983
225,2021-12-20 12:30:48.600202496,21.30333333333333,22.0,19.040000000000003,0.030743,22.50270438399999,21.351998884670508
226,2021-12-20 12:30:48.704788480,21.2825,22.0,19.51,0.032333,22.60729036799999,21.354880507108895
227,2021-12-20 12:30:48.821997568,21.342222222222222,22.0,19.51511111111111,0.022545,22.72449945599999,21.357761231457136
228,2021-12-20 12:30:48.963004672,21.281224489795918,22.0,19.300204081632653,0.022924,22.86550655999999,21.36064049666293
229,2021-12-20 12:30:49.042636032,21.386666666666667,22.0,19.351666666666663,0.018751,22.94513791999999,21.363517747167585
230,2021-12-20 12:30:49.100048896,21.391875,22.0,19.56,0.028426,23.00255078399999,21.36639243492857
231,2021-12-20 12:30:49.198831360,21.413181818181815,22.0,19.34,0.029715,23.10133324799999,21.36926402140944
232,2021-12-20 12:30:49.328281344,21.416808510638297,22.0,19.35,0.030608,23.23078323199999,21.37213197952978
233,2021-12-20 12:30:49.502088448,21.45469387755102,22.0,19.359795918367347,0.024629,23.40459033599999,21.37499579556806
234,2021-12-20 12:30:49.560718336,21.44079521463758,22.0,19.369897959183675,0.031463,23.46322022399999,21.37785497101021
235,2021-12-20 12:30:49.619357952,21.426896551724138,22.0,19.38,0.029991,23.52185983999999,21.380709024337037
236,2021-12-20 12:30:49.702831616,21.36583333333333,22.0,19.39875,0.025311,23.60533350399999,21.383557492743808
237,2021-12-20 12:30:49.804852992,21.397777777777776,22.0,19.408666666666665,0.023786,23.70735487999999,21.386399933785373
